index;noi_dung_binh_luan;noi_dung_binh_luan_dung_chinh_ta
18489;dùng trị mụn pro acne 5in 1 này khá ưng, đợt mình bị mụn hai bên má, sau khi apply em này khoàng 2 tuần da đỡ hẳn, chăm chỉ dùng em này là da xịn mịn ngay. nói chung là xứng đáng với số tiền bỏ ra.;dùng trị mụn pro acne 5in 1 này khá ưng, đợt mình
18491;nắp chai khá lỏng nhưng chất lượng ok;Nắp chai khá lỏng nhưng chất lượng ok.
18496;tốt nhé, hương thơm mát mùi tràm trà, cấp ẩm tốt, k có hàng tặng kèm, hơi bùn 1 tẹo;tốt nhé, hương thơm mát mùi tràm trà, cấp ẩm tốt,
18499;đắp ổn nha mng ơi mình da thường thiên dầu đắp k bị kích ứngg;Đắp ổn nha, nàng ơi, mình da thường thiên dầu, đắp kỹ
18511;mình dùng cho body chứ đâu dám xài lên mặt vì hàm lượng cồn quá cao. xài cho body sẽ hơi bị khô da do nhiều cồn. rẻ, ổn;Mình dùng cho body chứ đâu dám xài lên mặt vì hàm lượng cồn
18514;"""vì % hydroxy complex phù hợp nên dùng hết 1 tuýp và thấy rất ổn, sau tầm 1 tuần mụn xẹp hẳn mà không bị khô hay đỏ mà tránh thâm, da phục hồi nhanh, mụn không lên lại. thời gian giao hàng rất nhanh, đóng gói sản phẩm chắc chắn, sẽ tiếp tục ủng hộ. """;"""vì % hydroxy complex phù hợp nên dùng hết 1 tuýp và"
18515;sản phẩm tốt, sạch sâu, giúp ích cho mình rất nhiều trong việc trị mụn, mong hãng sẽ cho ra loại có dung tích lớn hơn để tiện sử dụng;Sản phẩm tốt, sạch sâu, giúp ích cho mình rất nhiều trong việc trị mụn
18518;lần sau mua ở đây cho rẻ;Lần sau mua ở đây cho rẻ.
18522;mình có mua mà chưa sử dụng lần nào. do da mình bs kêu k phù hợp với sp này. mình mua của hasaki luôn ạ. mình pass cho bạn nào cần 200k nhé. số đt mình 0978630324;Mình có mua mà chưa sử dụng lần nào. do da mình bị kêu là phù
18528;giảm mụn nhanh, rõ rệt, các nốt mụn bọc to thì mau khô lại và xẹp dần;Giảm mụn nhanh, rõ rệt, các nốt mụn bọc to thì mau
18552;toner dưỡng ẩm tốt, mùi thơm dễ chịu;toner dưỡng ẩm tốt, mùi thơm dễ chịu.
18556;sai thay thoang chan lông va diu da bị đỏ , giam mụn nhiu , sẽ mua lại;Sai thay thoang chân lông và diu da bị đỏ , giam mụn nhi
18562;kem đỉnh thật. thoa vô là mướt mát. nhưng giá hơi chát. tiền nào của nấy thôi.;kem đỉnh thật. thoa vô là mướt mát. nhưng giá hơi chá
18573;có mờ thâm hết mụn nha, thấy ok hơn oxy 5 á, phải kiên trì dùng, chứ mới quẹt 3, 4 lần không có tác dụng liền đâu. mua xong mới thấy dành cho nam :))) tui nữ nhưng sp thì cứ quất mn ạ;Có mờ thâm hết mụn nha, thấy ok hơn oxy 5 á, phải kiên
18578;sản phẩm không phù hợp, giá cao nhưng chất lượng thấp.;sản phẩm không phù hợp, giá cao nhưng chất lượng thấp.
18581;- dung tích lớn xài được lâu ,giá rẻ vừa túi tiền - tẩy trang ổn, những son lì hay sẽ mắt cần phải nhờ dầu tẩy trang hoặc kem tẩy trang mới ra . - mùi khó chịu;- Dung tích lớn xài đươc lâu , giá rẻ vừa túi tiền
18587;thật sự là mềm mềm mềm mềm lắm luôn, mềm hơn những loại mình từng dùng, phần viền cũng đc ép khá chắc chắn, khi dùng ko gây sát thương lên da, mua set 200 miếng cũng rất lợi;Thật sự là mềm mềm mềm mềm lắm luôn, mềm hơn những loại mình từng dùng
18598;sản phẩm này cho da nhạy cảm không;Sản phẩm này cho da nhạy cảm không?
18601;giao hàng hơi lâu xíu, shipper thân thiện. bột mịn đắp xong rất thích mà hơi khó rửa xíu chắc tại đắp hơi dày :);Giao hàng hơi lâu xíu, shipper thân thiện. Bột mịn đắp xong
18605;dùng tốt, da mịn màng hơn hẳn;Dùng tốt, da mịn màng hơn hẳn.
18613;mùi dễ chịu;Mùi dễ chịu.
18616;trước mình xài nhiều loại rồi nhưng thấy hợp với loại này nhất, trị mụn viêm tốt và lành tính cho da, dạng kem bôi mỏng nhẹ không gây nhờn, sẽ sử dụng lâu dài.;Trước mình xài nhiều loại rồi nhưng thấy hợp với loại này nhất, trị
18634;tẩy da chết cho body và mặt rất ổn và thơm;Tẩy da chết cho body và mặt rất ổn và thơm.
18636;sao mình nó ra đống bọt bít luôn lỗ mũi ko thở được:));Sao mình nó ra đống bọt bít luôn lỗ mũi ko thở được
18642;good good good. dùng rất thích ạ!;good good good. dùng rất thích ạ!
18657;đã bắt đầu thấy hiệu quả rùi ạ;đã bắt đầu thấy hiệu quả rồi ạ!
18663;serum b5 dùng hiệu quả, thẩm thấu nhanh trên da, không gây cảm giác nhờn rít, kiên trì dùng khoảng 2 tuần là thấy da thay đổi rõ rệt, da mềm mại và mịn hơn. da mình rất nhạy cảm với các dòng b5 nhưng dòng này khá phù hợp, da tiến triển sẽ ủng hộ shop dài dài.;serum b5 dùng hiệu quả, thẩm thấu nhanh trên da, không
18667;mặc dù có mùi hơi nồng nhưng hiệu quả tẩy trang đáng kinh ngạc, rất thích hợp cho da dầu mụn. sẽ mua lại và ủng hộ lâu dài nha;Mặc dù có mùi hơi nồng nhưng hiệu quả tẩy trang đáng kinh ngạc, rất
18668;mình mua khi sale 1 tặng 1. cảm quan hũ mặt nạ nhỏ, chắc tay, đóng gói tiện dụng ưu điểm: dạng lỏng vừa phải (như thạch á), đắp rất mát da, đúng là relax luôn á, có làm giảm sưng viêm mụn, rửa trôi dễ và da mặt thông thoáng thật sự nhược điểm: mùi rất nồng nên bạn nhạy cảm hương liệu cân nhắc nhé chốt: giá quá quá rẻ so với chất lượng, và là của hàng vn nữa nên mình chắc chắn ủng hộ lần kế tiếp.;Mình mua khi sale 1 tặng 1. cảm quan hũ mặt nạ nhỏ, chắc tay
18679;gel rửa mặt sạch lắm. hasaki giao hàng date mới, đóng gói kỹ ok lắm.;gel rửa mặt sạch lắm.ki giao hàng date mới, đóng gói kỹ ok
18692;mình có mua sp này nhưng 454gr 389k, mình dùng đúng 1 lần và thấy không phù hợp với da mình, pass nhanh 300k cho bạn nào có nhu cầu, liên hệ zalo mình 0962095481, mình ở q5 hcm, mình mua ngày 13/04;Mình có mua sp này nhưng 454gr 389k, mình dùng đúng 1
18693;đắp mắt này bỏ vô tủ lạnh đắp lên thích thật sự luôn căng da mắt mà giảm thâm tốt;Đắp mắt này bỏ vô tủ lạnh đắp lên thích thật sự luôn căng da
18716;mặt nạ này đắp bao xuất sắc mụn đắp lên là bớt đau rát giảm dầu nhờn tốt;Mặt nạ này đắp bao xuất sắc, mụn đắp lên là bớt đau rát,
18721;hada labo dòng dòng sữa rửa mặt này thì không cần phải nóinó sau khi rửa mặt thì cảm thấy rất mềm mịn và có độ dưỡng ẩm ph 5.5 phù hợp mọi người nên mua nhé;Theo labo dòng dòng sữa rửa mặt này thì không cần phải nói, nó sau khi
18734;kem xài dưỡng ẩm tốt, chất kem thấm nhanh dùng cực thích;Kem xài dưỡng ẩm tốt, chất kem thấm nhanh, dùng cực
18744;ê nhìn lạ mà xài ok nhe sài nó vừa sáng da mà hết mụn nữa da mình nhạy cảm dữ dằn xài nó ổn nhe;Ê nhìn lạ mà xài ok nhe, sài nó vừa sáng
18745;mua rất nhìu lần;mua rất nhiêu lần.
18746;điều mình k thích ở em này là mùi hương liệu hơi nhiều(parfum) mặc dù ở cuối bảng thành phần.;điều mình k thích ở em này là mùi hương liệu hơi nhiều (parfum)
18752;tốt nhưng có lưu ý nếu bôi dày sẽ rát da với sản phẩm khá bóng mặt;tốt nhưng có lưu ý nếu bôi dày sẽ rát da với sản phẩm khá
18756;chai 10ml be bé xinh xinh. hy vọng xài hiệu quả nhanh trên da;Chai 10ml, be bé xinh xinh. Hy vọng xài hiệu quả
18757;nước tẩy trang có mùi thơm hoa cỏ tự nhiên không hắc, sài thì lắc lên lau make up bao sạch trơn tru ko rát da u mê lắm nha rcm mn mua vừa tẩy trang mắt môi mặt tiện lắm;Nước tẩy trang có mùi thơm hoa cỏ tự nhiên không hắc, sài
18762;không biết mọi người thế nào chứ mình dùng cả bộ tận 3 tháng mới thấy bớt chút đỉnh dù đã điều chỉnh chế độ sinh hoạt các thứ, nản thật;Không biết mọi người thế nào chứ mình dùng cả bộ tận 3 tháng mới thấy bớt
18771;mình đã thử và rất ưng ý. không bị tơi hay bụi bông như các brand khác cùng loại;Mình đã thử và rất ưng ý. không bị tơi hay bụi
18779;sao hộp 8g ko thấy tặng cái muỗng nhở, môi ẩm và mướt;Sao hộp 8g ko thấy tặng cái muỗng nhở, môi ẩ
18780;sản phẩm thơm giống mùi bánh kẹo, giá săn sale còn rẻ hơn, có thể mua lại;Sản phẩm thơm giống mùi bánh kẹo, giá săn sale còn rẻ hơn
18781;có giảm mụn ẩn và mụn mới hay mụn chuẩn bị sưng nha mn giảm thâm ko rõ rệt nhưng mụn viêm nó có xẹp sau 2 ngày dùng mụn chuẩn bị viêm thì hịêu quả rõ và nó có ngăn mụn hình thành hay tái lại nha mn có mùi nhẹ thấm nhanh kiềm dầu thì 7/10 tổng điểm cho 8/10;Có giảm mụn ẩn và mụn mới hay mụn chuẩn bị sưng?N
18786;sài ok ạ;Sài ok ạ!
18794;xài ok lắm nha! da dầu dùng sẽ thích đó,hút bã nhờn ok;Xài ok lắm nha!, da dầu dùng sẽ thích đó, hút b
18795;mình da dầu mụn, xài chai này được 2 tuần thì da sáng và giảm mụn rõ rệt luôn, đỉnh thiệt. mình thấy chai này mùi thơm dịu, mình rất thích. da mình nhạy cảm dễ dị ứng mà xài chai này mình không có bị dị ứng. okela lúmm;mình da dầu mụn, xài chai này được 2 tuần thì da sáng
18810;hồi chiều mình mới mua, mà bị dư 1 hũ, ai có nhu cầu sài thì ib mình pass rẻ lại cho nha, mình ở vũng tau;Hồi chiều mình mới mua, mà bị dư 1 hũ, ai có nhu
18813;dùng xong thấy da hơi đỏ lên, chắc do chưa quen với thành phần nct này;Dùng xong thấy da hơi đỏ lên, chắc do chưa quen với thành phần nước này
18815;mịn màn và bớt tiết dầu hơn;Mền: mịn màng và bớt tiết dầu hơn.
18816;mình da dầu mụn dùng em này thấy bị lên mụn đầu trắng liti chắc do có paraben làm bí da, sản phẩm cũng khá nâng tông.;Mình da dầu mụn dùng em này thấy bị lên mụn đầu trắng liti chắc do
18818;trời ơi xài ôke lắm nha , mình dùng hết 1 chai rồi , da mình có sáng ra với lên tone hẳn luôn . giờ đang chuẩn bị chuyển sang chai thứ 2 kaka . hiệu quá lắm nha mà giá thành rẻ nữa;Trời ơi, xài hay lắm nha , mình dùng hết 1 chai
18825;mình rất thích sp này;Mình rất thích SP này.
18833;sản phẩm dùng rất thích, thẩm thấu nhanh không bết dính, trị được thâm mụn, làm sáng da, dưỡng ẩm cho da, mình dùng đến nay cũng được hơn 1 tháng rồi và thấy da sáng, đều màu hơn;Sản phẩm dùng rất thích, thẩm thấu nhanh, không bết dính
18846;kem đỉnh thật , thao vô là mát;Kem đỉnh thật , thao vô là mát.
18852;phù hợp với mọi loại da ngay cả da khô, có tạo bọt nhẹ nhàng, ko mùi, rửa mặt sạch nhưng ko gây căng kít hay khô. cảm giác da vẫn còn ẩm mịn.;phù hợp với mọi loại da ngay cả da khô, có tạo bọt nhẹ
18873;sử dụng khoảng 1 hộp là thấy tông nâng lên rõ rệt;Sử dụng khoảng 1 hộp là thấy tông nâng lên rõ rệt.
18882;tuần đầu có thấy hiệu quả vs mụn li ti ẩn, tuần sau thì như thoa dưỡng ẩm kiểu vậy vì hiệu quả rất chậm, nhưng có làm mờ thâm hơi sáng da nếu kiên trì sd.;tuần đầu có thấy hiệu quả và mụn li ti ẩn, tuần sau thì
18884;mình thấy dòng mới finish xinh nè, kiềm dầu ổn tầm 2-3 tiếng là da mình đổ dầu vùng chữ t. kh có bị tạo vệt trắng, chất kem khá đặt. mỗi tội mới apply lên lúc đầu mình bị shock nó trắng kinh khủng táp tầm 10p thì nó mới tệp vào da nhưng vẫn khá trắng, kh xuống tone nhìu nên bạn nào da ngâm nên quay đầu, da mình cũng thuộc trung bình- sáng vẫn thấy hơi trắng á;Mình thấy dòng mới finish xinh nè, kiềm dầu ổn, tầm 2-3 tiếng là
18886;srm dùng tốt, rửa xong mk ko bị khô rít da;Sữa dùng tốt, rửa xong mà ko bị khô, rít da.
18891;tui đã dùng đc hơn 2 tuần, dùng đc hơn 3 ngày thì nó láng mặt luôn, nhưng bây giờ lại bị lên mụn, cho mình hỏi tuýp này trị những loại mụn nào v ạ;tui đã dùng được hơn 2 tuần, dùng được hơn 3 ngày thì nó láng
18893;mình thấy sản phẩm khá okie, dùng êm, nhưng tác dụng không rõ ràng. cảm giác phục hồi cũng khá ít. da mình là da dễ mụn và đỏ.;Mình thấy sản phẩm khá okie, dùng êm, nhưng tác dụng không rõ
18895;sẽ mua lại lần nữa;sẽ mua lại lần nữa.
18898;mình khá chú trọng vđề skincare nên mình thay đổi 7749 loại sp thương hiệu khác nhau từ tầm trung đến tầm đắt nhưng với e lotion ha của nhà labo này mình khen ạ ! với mức giá rẻ nhưng chất lượng khá oke. tuy là lotion nhưng cá nhân mình thấy cấp ẩm hơn hẳn serum ha của to;Mình khá chú trọng về skincare nên mình thay đổi 7749 loại sp thương hiệu
18905;dùng thích cực, mình bị thâm mụn dưới cằm, được bé em cho dùng thử, chưa được 2 tuần mà nó mờ hẳn luôn á. dùng kiên trì sáng tối mỗi ngày là thấy rõ kết quả luôn. thích lắm nên mình đã sắm luôn để dùng đây ❤️;Dùng thích cực, mình bị thâm mụn dưới cằm, được bé em cho dùng
18912;tẩy khá sạch, dung tích lớn, giá hợp lý, shop gioa hàng nhanh, rất hài lòng. mua hàng của shop cũng hơn 1 năm rồi;tẩy khá sạch, dung tích lớn, giá hợp lý, shop giao hàng nhanh,
18917;da mình thiên khô . bị nhiễm coti do sài kem fece đỏ ngứa sưng lột da . mua thử e này sài đúng đỉnh sức buổi sáng tới trua da dịu lại k ngứa qua 3 ngày da mình bthuong lại . 10 điểm;Da mình thiên khô . bị nhiễm cối do sài kem đỏ
18919;rất tốt, nên mua;rất tốt, nên mua.
18923;mình vote 4 sao vì nó khó bám da, phải vỗ thật lâu mới khô trên da, mờ thâm mụn tốt;Mình vote 4 sao vì nó khó bám da, phải vỗ thật lâu mới
18931;dòng nổi bật của với tp là than hoạt tính có thêm hạt mát xa nên apply lên da cảm giác khá ok, có giảm nhờn sau 1 thgian sd.;Dòng nổi bật của với tp là than hoạt tính có thêm hạt mát xa nên
